71,16
77,24
78,25
89,36
89,37
92,39
93,41
94,40
96,43
98,46
102,50
110,57
113,8
113,61
121,15
122,14
122,69
122,70
122,71
123,16
123,69
123,70
123,71
124,16
124,17
124,70
124,71
125,72
126,73
131,24
131,77
131,78
132,79
133,79
134,27
136,29
136,84
138,32
147,39
147,92
148,43
148,93
150,94
150,95
151,95
153,98
157,101
162,106
171,55
173,0
188,170
