123,1580211578878627407.png,71,1580211565644024677.png,0.2855219,-0.12587309,0.04275097,-1.662031,-0.15210624,-3.2446156,0.8153091,0.36460912,0.26581746,12.306183,15.9600315,17.311161
124,1580211579144205480.png,16,1580211551545005788.png,0.3205316,0.0649434,0.03233075,-0.9207819,-4.168282,6.22528,1.2956246,0.44886053,0.26211154,9.903093,5.9250374,9.928936
124,1580211579144205480.png,17,1580211551843797998.png,-0.34901634,-0.08146449,-0.004327884,0.33828464,-2.1347435,-5.344842,1.0285803,0.38125134,0.20979685,9.547005,5.334901,9.62089
124,1580211579144205480.png,70,1580211565377379168.png,0.13310826,-0.015359981,-0.01794825,0.042737417,-0.18950501,6.3599463,0.52880573,0.34617215,0.30687225,6.8723373,3.9917786,4.8208723
124,1580211579144205480.png,71,1580211565644024677.png,0.22603741,-0.12658074,0.020395963,-1.487615,0.005721301,-1.6018875,0.36140049,0.23877811,0.18728149,10.9009495,13.147497,12.142918
125,1580211579477588260.png,72,1580211565877521463.png,-0.018538982,-0.064191684,0.009921169,-0.14494541,-1.0396813,0.5866272,0.46262527,0.2898667,0.18501645,8.32518,4.2411337,6.417496
126,1580211579711099153.png,73,1580211566177374889.png,0.034487553,-0.06620957,-0.036693245,1.079323,2.1025136,3.9446156,0.56508046,0.29222238,0.20243669,8.636431,4.655863,6.2923636
131,1580211581044350167.png,24,1580211553676989438.png,0.5348308,-0.08257899,-0.079123996,0.5225916,-0.89500993,-2.5767725,3.547834,1.5836809,1.4959109,9.804437,6.2776923,9.143824
131,1580211581044350167.png,77,1580211567177044729.png,0.07737736,-0.14572884,0.052988105,-1.432379,0.5758042,-3.8006988,1.8044804,0.4316858,0.24674606,13.0394745,17.957329,18.092096
131,1580211581044350167.png,78,1580211567410792581.png,0.12598047,-0.13927872,0.030059392,-0.043207,-1.215765,2.0279496,4.9242225,0.70952636,0.3984282,16.782946,16.981525,46.076653
132,1580211581277605143.png,79,1580211567644700201.png,0.11217367,-0.07163359,0.022009982,0.6753167,1.3623152,6.2739134,1.6213285,0.51536876,0.3479812,8.482858,5.1264696,7.948164
133,1580211581544887896.png,79,1580211567644700201.png,0.06915038,-0.31299236,0.1406129,0.97096246,-1.5519667,-10.962766,7.318943,6.2775235,1.3737634,16.417252,22.608028,25.792358
134,1580211581811238526.png,27,1580211554477492740.png,0.35928953,-0.052586026,0.11565165,0.5479508,-4.775273,-12.19049,2.4587564,0.46211708,0.25883836,13.779874,13.464216,19.58781
136,1580211582277337929.png,29,1580211554977005673.png,0.5290316,-0.08865683,-0.33512956,-0.20500109,-0.10405866,-2.7353199,3.1124482,1.0970203,1.5873495,6.140785,2.2889836,32.64594
136,1580211582277337929.png,84,1580211569010741090.png,0.6281517,0.098132476,0.022188727,-0.3341561,-1.6347145,6.8439364,2.2943091,0.4851333,0.2756415,9.519868,7.0254736,11.211002
138,1580211582810944989.png,32,1580211555710750939.png,0.20174015,-0.042488843,-0.012647213,0.16942927,0.122006096,2.6288555,0.6162611,0.34112263,0.23243308,8.256832,4.393742,6.21904
147,1580211585111597936.png,39,1580211557477078587.png,-0.2743126,-0.08432503,-0.029482419,-1.228319,0.50780714,-0.4063651,0.6390701,0.26220775,0.14785695,12.714068,15.229663,11.172125
147,1580211585111597936.png,92,1580211570978884059.png,-0.33947846,-0.06872924,-0.023752427,0.35036513,0.2437897,1.4830467,0.7215328,0.3167385,0.17680353,8.717904,4.362605,6.5385256
148,1580211585344356319.png,43,1580211558510483985.png,-0.2958693,-0.16105588,0.04490319,1.6192691,2.1223304,5.786586,3.7382703,0.62825096,0.3460273,13.069256,14.07741,21.44061
148,1580211585344356319.png,93,1580211571310982115.png,-0.035736654,-0.017594172,0.013124621,-1.6081125,-0.1925221,-0.121522576,0.67018765,0.33531296,0.19628406,13.19486,20.134083,20.257948
150,1580211585844283163.png,94,1580211571544721260.png,-0.25131556,-0.057508707,-0.00037968345,-0.012514975,-1.334801,-1.9179016,0.7472561,0.32973826,0.18950969,8.826556,4.879081,26.925068
150,1580211585844283163.png,95,1580211571810882880.png,-0.0596452,-0.05463262,0.004592186,-0.34711617,-1.2968048,1.7249106,0.44360304,0.29858583,0.19245815,8.028073,3.998322,6.0520964
151,1580211586144130378.png,95,1580211571810882880.png,-0.27496445,-0.039152555,-0.003056759,-0.03588433,-3.007636,-4.4631906,0.8688131,0.36954457,0.20235354,9.488923,4.9969096,9.284832
153,1580211586644831444.png,98,1580211572644274808.png,0.1098234,-0.020409716,0.035960644,-0.094588585,-3.8482494,-7.659189,1.3597748,0.460558,0.26928377,10.429377,6.2002444,11.413759
157,1580211587645167109.png,101,1580211573344636950.png,-0.27715015,-0.07286053,0.008656196,-1.2532481,0.19412808,2.5273232,1.7017353,0.51833975,0.26252997,12.558336,20.177832,17.118856
162,1580211588911335794.png,106,1580211574645207970.png,0.10921519,-0.124972105,0.007877162,0.58259577,0.766295,-1.0851277,0.37725985,0.23838544,0.16817379,8.133094,4.3044167,6.2044616
