9.614942410583857124e-02,-2.110917063144713418e-02,-1.477384605461560044e-02,1.815531144520077689e+00,-7.635265704321677616e-01,2.151474351078439984e+00
2.058188490724452979e-01,-3.668219480687656686e-02,-2.749821602703212201e-02,1.102150790912461931e+00,-3.343125240560866018e+00,-3.658797920693500849e+00
1.557773736138299281e-01,6.175617677537999228e-03,-7.521033628925033465e-03,9.231068982764508712e-01,9.023687558580821833e-01,-2.371242048546705394e+00
2.683864604644176088e-01,-2.408558898630155237e-02,-7.806003904254170400e-03,-8.074808187416673277e-01,2.145219404133229257e-02,1.946303483318942318e+00
1.664789293691901761e-01,-3.316958062114998967e-02,-1.036998184454372696e-03,-5.951583317893601732e-01,-4.398269305637989568e+00,1.421129456156456250e+00
2.689363563731625995e-01,-7.055945068627303418e-02,-6.912629585269917942e-02,8.035414023742494249e-01,3.368342168986832696e+00,-2.602720916877065971e-01
1.705913268754051249e-01,-5.652305463746531977e-02,-2.000477865607633299e-02,-5.493833551928740677e-01,-1.353987991846350214e+00,-5.507790692992449166e+00
2.573996134334701757e-01,-9.894143596844143240e-02,-6.037217885000831230e-02,1.118625467172075227e+00,-6.926247912605580925e-01,-1.581017508839709684e+01
2.141005133293554241e-01,-1.060205307382000028e-01,-4.105069941802697020e-02,-9.947054913621147243e-01,1.150320859603741308e+00,-1.353523896937986670e+01
1.224134069451630058e-01,-8.631291216104197694e-02,-1.655436080677097355e-02,-5.456202548983327683e-01,-2.432486404549797143e+00,-9.755869312412681182e+00
1.681566558184919291e-01,-1.491340234206905979e-01,1.261674994510197934e-02,-1.808303803388457753e+00,1.577773064566823091e+00,-2.251505223555505708e+01
1.492169745825391303e-01,-1.619558926195494575e-01,6.505368600510744170e-02,-6.081520866375048628e-01,-1.953118092728449939e+00,-2.458830170011068716e+01
9.301997958334240479e-02,-9.636523163243371215e-02,-3.054501427847164385e-02,-1.223472367679349526e+00,1.177562499293204779e+00,-1.415274327956786138e+01
1.513668459331258820e-01,-1.771647874450918980e-01,-2.915602520835605671e-02,-2.239957598209556977e+00,-8.674432638244039540e-02,-1.268861165331424523e+01
1.268911283721484984e-01,-1.321038061111456940e-01,-1.265446272967390984e-02,-2.402569714676127191e-02,-5.551921154693640892e-01,-7.257259237835741672e+00
2.302415381024329188e-01,-1.765622488603790785e-01,-1.615870556466264540e-02,-9.117687689775438864e-01,1.992724810716177963e-01,-1.269232796528745411e+01
1.799810453380693287e-01,-9.176809137575259179e-02,3.661654774003197943e-02,-1.976859928939812550e-01,-1.520180103983646225e+00,-7.337802521642342590e+00
2.720199367803366464e-01,-8.587646975510709879e-02,-2.762403613437497407e-02,-1.838673731411708978e+00,-4.058367724115576891e-01,-6.409994620883161964e+00
3.388459492078991775e-01,-5.033754867764628216e-02,4.454121154096425672e-02,-1.270787602896849666e+00,-1.840014760014966999e+00,2.799000533391208911e+00
3.295663331964491238e-01,-2.219474384336983519e-02,-6.331365929814225524e-02,-1.198995801714628273e+00,2.341558704023418702e+00,6.391627029925716741e+00
2.193744904063588130e-01,-1.877750893843899149e-02,-1.973271079369761510e-02,2.875384807440781731e-01,-1.106847767663144078e+00,2.916610629514514219e+00
3.404613205261748377e-01,-1.049662605918832980e-02,2.044444824163967056e-02,1.309531677111703374e+00,-5.461847702080914191e-01,9.918195480321209345e+00
2.408753534876346691e-01,-2.330542739824970067e-02,-6.791493411207852327e-02,1.331312478479331485e-01,6.129681192423328540e-01,8.669216861692376597e+00
2.873143591586457823e-01,3.079328355703048192e-02,-3.840475056950318211e-02,4.163706520210065931e-01,1.301833829639981843e+00,2.118945101780473905e+01
1.704088796521112670e-01,4.659141407034572691e-02,-5.728207596804801849e-02,3.536082863717621705e-01,3.079879218260257040e-02,1.400354606041813454e+01
2.140847451704046556e-01,5.366944871674750317e-02,2.968072173598218511e-02,-1.738873923346979933e-01,-4.365918274023805168e+00,2.197035639569580567e+01
1.281807928425866550e-01,3.079317333713338378e-02,-2.399269125232583733e-02,3.245353769060335125e+00,4.194641866575953837e-01,1.702870895074485702e+01
2.356998097649585233e-01,5.713345811677017494e-02,-2.729286253793283823e-02,-2.096180570708484625e-01,2.794887924516964883e+00,2.262289370525327570e+01
1.790596484285118528e-01,1.120195565218518041e-02,3.199348985541325407e-02,-3.583038246813242123e-01,7.038051635596389577e-01,1.153064718392500509e+01
2.626850679911128528e-01,-4.262765337888385631e-03,-2.751560140640085805e-02,2.349828034604670712e+00,-3.914288858098978086e+00,4.239350879020209462e+00
1.852021095302205378e-01,-2.107597574853814493e-02,1.400982114879287255e-02,2.185571959254253294e-01,-3.367844791538572857e-01,1.172889543715231742e-01
2.833721047346841049e-01,-1.986836994868390605e-02,-5.359877263691753546e-02,-6.849319070308480528e-01,-4.156831685283601807e-02,4.627484665016338816e+00
1.921049166690701471e-01,-3.236917816603712694e-02,-2.174847761397752377e-02,-4.041124410270094391e-02,7.207807893988505965e-01,7.054530669770388229e+00
2.537474203702511644e-01,-1.188895530039779658e-02,2.387293915538138411e-02,-1.911645737523240962e+00,-1.078107669691040493e-01,1.067294219134710076e+01
