9.999247489869285133e-01,1.157485088608958997e-02,4.064380689947569812e-03,7.662820816040039062e-02,-1.139506408515729256e-02,9.990620768501470295e-01,-4.177462285127359065e-02,1.092343870550394058e-02,-4.544103643534775673e-03,4.172516539015493076e-02,9.991187925843658668e-01,9.605919942259788513e-03
9.990471951269981332e-01,4.169957992275859920e-02,1.287815759894441608e-02,1.021197477725017400e-01,-4.105519043532442069e-02,9.980604812500804002e-01,-4.679473373337290909e-02,2.254152864023527270e-02,-1.480450091009583545e-02,4.622143227036015073e-02,9.988215085547965666e-01,1.784028022447107717e-02
9.983199594413453282e-01,5.249060356519742732e-02,2.453558881282313919e-02,1.379325847331003274e-01,-5.116386397089901783e-02,9.973413301905785788e-01,-5.188959546243016030e-02,4.297352360098703750e-02,-2.719407296816699765e-02,5.054708330901590968e-02,9.983513784055959572e-01,3.434263797985061262e-02
9.985090085004129090e-01,5.069823463708333228e-02,2.023484490193602423e-02,1.819964075924284108e-01,-4.945641905676029237e-02,9.971047186589979683e-01,-5.776021677627816292e-02,7.456179432410577068e-02,-2.310460035586592645e-02,5.667335381503174618e-02,9.981253971369288269e-01,3.954971471060865496e-02
9.984140620665373778e-01,5.238734832310203149e-02,2.061374307276915216e-02,2.103076072143575392e-01,-5.120765291761887605e-02,9.972212712167857207e-01,-5.410649235948186697e-02,9.602786258031156819e-02,-2.339095873334050280e-02,5.296510142019904971e-02,9.983223733249110277e-01,4.457160063836569652e-02
9.976898751323106662e-01,6.509151161458809343e-02,1.944243231188136703e-02,2.200913879886851887e-01,-6.409948271465340519e-02,9.967931026692921082e-01,-4.790372414165960935e-02,1.089861710255676103e-01,-2.249820824394678856e-02,4.654681070335879578e-02,9.986627183584844136e-01,5.225570867181568435e-02
9.972947718528057948e-01,7.086889631546301749e-02,1.951249779212983412e-02,2.451771046026241518e-01,-6.977041692229329906e-02,9.961983882897903486e-01,-5.216186433893655466e-02,1.264608934476462165e-01,-2.313497260748518386e-02,5.065935948916454323e-02,9.984479968123518567e-01,5.555335585689476219e-02
9.975558799753794226e-01,6.598201126792380133e-02,2.299218379331665826e-02,2.726721600042464333e-01,-6.469977711344096494e-02,9.965151349457073149e-01,-5.264527201572714171e-02,1.455159037339320838e-01,-2.638570006683808519e-02,5.102901148541308385e-02,9.983485537720802050e-01,6.019647219200317118e-02
9.989094641107634232e-01,4.298398198674115156e-02,1.822799502168691299e-02,2.073392817828025314e-01,-4.184862873804291727e-02,9.974004743102249382e-01,-5.865991918238371711e-02,1.667014202006479318e-01,-2.070204778983422700e-02,5.783313183895417292e-02,9.981115940008938869e-01,-1.653114923057321523e-02
9.999891622945564773e-01,-1.026437761988692899e-03,-4.541114285280529843e-03,2.338538973521159248e-01,6.697813095412211495e-04,9.969644768461263240e-01,-7.785488616603895851e-02,1.665473143006570844e-01,4.607242822839322828e-03,7.785100084424260991e-02,9.969543595276169068e-01,4.358481398581515870e-02
9.967071360340074015e-01,-8.107739992746229585e-02,-1.157670025951193634e-03,2.644346041760388122e-01,8.092789305423900292e-02,9.955566134920335042e-01,-4.814255350597088090e-02,2.021489512528926169e-01,5.055799114710055400e-03,4.789033883024795824e-02,9.988398041438053543e-01,6.963868722944858980e-02
9.945770491678722625e-01,-1.039165037265836339e-01,-4.225342799208618542e-03,2.332976982468886462e-01,1.036063944016343413e-01,9.935141586839720818e-01,-4.685436514959875898e-02,2.496290533050982141e-01,9.066879706982118592e-03,4.616250369858504454e-02,9.988927945203414094e-01,4.639685949361722905e-02
9.894174266618408486e-01,-1.446700462838257095e-01,-1.112355725910534054e-02,2.526884759911060541e-01,1.440165859508570623e-01,9.884978790994063402e-01,-4.616455336115431185e-02,2.741134541565469762e-01,1.767424083009676988e-02,4.407403684950134820e-02,9.988719139543710268e-01,8.169720324686040314e-03
9.904256836997139546e-01,-1.375826748419488044e-01,1.131249978073209546e-02,2.880359837705055437e-01,1.379605779523608300e-01,9.893755174765274107e-01,-4.585808924392924257e-02,2.917946739503461950e-01,-4.883031743194330213e-03,4.697970840041690299e-02,9.988839086698747538e-01,6.552997135335056345e-02
9.943623644555693586e-01,-1.060348404617575679e-01,-3.174312196641211658e-04,3.359947774510597673e-01,1.060027621574355927e-01,9.941268096546710398e-01,-2.180139309355040578e-02,3.057006635158376340e-01,2.627274124208163909e-03,2.164483619884873325e-02,9.997622709907596494e-01,6.445888386295571537e-02
9.962886543845598242e-01,-8.604419350907162312e-02,2.305191527088256993e-03,4.258145724671190679e-01,8.607499190130371569e-02,9.958950802806804115e-01,-2.800151499343292785e-02,2.986109070573949031e-01,1.136388737102081442e-04,2.809601103556147797e-02,9.996052227004897928e-01,3.049759203923527867e-02
9.952606782530146745e-01,-9.423310996218926816e-02,2.400631813093082739e-02,4.604251361489523631e-01,9.462986511484168528e-02,9.953845410701014362e-01,-1.596258209095118008e-02,3.177572829965807366e-01,-2.239131420208236370e-02,1.815864492514349463e-02,9.995843599530687129e-01,4.434621664035769129e-02
9.977897855981354702e-01,-6.160042310126521287e-02,2.491849974963220721e-02,4.912447710508306975e-01,6.224018343418900173e-02,9.977284814074365293e-01,-2.576891449962304473e-02,3.355452999583150020e-01,-2.327452087811502854e-02,2.726289166899749372e-02,9.993573091821256194e-01,5.927667484178875124e-02
9.991029541461249330e-01,-2.423902485602336815e-02,3.472400740864963614e-02,5.439080691913340537e-01,2.725893007148164071e-02,9.956303598216319495e-01,-8.931482146209236694e-02,3.478767863979312369e-01,-3.240737181329191030e-02,9.018124126156419618e-02,9.953979636189128621e-01,5.682221986735536134e-02
9.995378083939721048e-01,1.438884927741570065e-03,-3.036608636523210197e-02,5.597799638722545934e-01,-2.606238328594659599e-03,9.992575813516415550e-01,-3.843817936689804954e-02,3.734926740920609389e-01,3.028823389949602748e-02,3.849955482121817513e-02,9.987994829623297877e-01,5.281632252538788486e-02
9.994777606223219646e-01,-7.904933174959317271e-03,-3.133238026209561600e-02,3.275966564007940507e-01,7.351147524831915490e-03,9.998154230284701516e-01,-1.775050716090143324e-02,5.072027971273059821e-01,3.146691359916457126e-02,1.751090819747748786e-02,9.993513903740975923e-01,-4.635021380830796622e-01
9.996520800011474694e-01,-2.025150576545274236e-02,1.689956992387543072e-02,4.315642259585520946e-01,2.065120512014047977e-02,9.995028965704103596e-01,-2.382199560165295521e-02,5.292909482986045688e-01,-1.640873780843620997e-02,2.416270393791069768e-02,9.995733675233362536e-01,-4.134376745946575782e-01
9.999978402222895468e-01,-1.980277651759792309e-03,-6.309129723972681410e-04,4.601729278827265679e-01,1.987560168322693652e-03,9.999288824226300054e-01,1.175923898927874571e-02,5.551974052203654253e-01,6.075815452229653500e-04,-1.176046756943005880e-02,9.999306587195003759e-01,-4.162603692760503682e-01
9.996980877140956290e-01,-7.499450273563135205e-03,-2.339853983425863385e-02,4.867114667365555203e-01,8.074283316847617395e-03,9.996655027534635529e-01,2.457007435038954801e-02,5.771264810368885723e-01,2.320645103630260275e-02,-2.475158278289988842e-02,9.994242441426166579e-01,-4.241651906653959858e-01
9.982019301761415608e-01,-7.659838030473687569e-04,-5.993596467430677144e-02,5.148725583169887488e-01,3.017708581350388858e-03,9.992925456785849425e-01,3.748735234890537837e-02,6.030094172018026777e-01,5.986484801237133835e-02,-3.760081674679958269e-02,9.974980594228888275e-01,-4.220963781585078123e-01
9.991583725363708535e-01,-2.988453662515322753e-02,-2.809734971792596930e-02,5.132178613999209826e-01,3.102783263278067680e-02,9.986700339836405149e-01,4.117568245003507682e-02,6.247012742748008218e-01,2.682946500740760951e-02,-4.201282772932391635e-02,9.987567782566495467e-01,-4.215178443177670653e-01
9.991048981928799533e-01,-2.346591729665240683e-02,-3.519592494057374038e-02,5.031648095667998755e-01,2.374259860930165444e-02,9.996902418058855044e-01,7.463876296387366403e-03,6.252244151342266631e-01,3.500987601054048048e-02,-8.292838085773463278e-03,9.993525591192577995e-01,-4.198711976055399808e-01
9.980310868365971366e-01,-1.871028820477828661e-02,-5.986547271220497846e-02,5.297131427089588618e-01,1.802083595454333914e-02,9.997651647057922419e-01,-1.203598406029458487e-02,6.452110169234839265e-01,6.007661091690393029e-02,1.093346038975595742e-02,9.981338889470914300e-01,-4.201845308181895722e-01
9.984969537254536620e-01,-8.477931954140463869e-03,-5.414755830848975993e-02,5.798882399329878812e-01,9.067390120966268077e-03,9.999021776824761343e-01,1.064976536062504225e-02,6.753453288042300384e-01,5.405197348279280195e-02,-1.112473530575576464e-02,9.984761511558463143e-01,-4.056977982046433562e-01
9.996463302410926177e-01,-2.387088326477622424e-02,1.172157701321662089e-02,6.004186283254570045e-01,2.324936721064708653e-02,9.984499654456904238e-01,5.056810680462685975e-02,7.009789026675752321e-01,-1.291051353826908749e-02,-5.027770314621664294e-02,9.986518268177949631e-01,-3.841216153333321670e-01
9.977630351014015186e-01,6.577420124780086752e-02,-1.194488323317197120e-02,6.256384281124167668e-01,-6.495116282569989019e-02,9.961056630859301819e-01,5.962259987394784994e-02,7.110578625432438793e-01,1.581999471648894151e-02,-5.871339215505485404e-02,9.981495205372875601e-01,-3.662142480172038139e-01
9.975866439502358851e-01,6.134902153723190144e-02,3.251438710064388782e-02,6.291649785943884687e-01,-6.316390049788775385e-02,9.963111538335907014e-01,5.808964125101949427e-02,7.366357632069731043e-01,-2.883070387623561451e-02,-6.000318577545252219e-02,9.977817437750590157e-01,-3.464155421280546987e-01
9.973933803197493342e-01,7.206919727919862406e-02,3.532095394630380310e-03,6.663092468419460346e-01,-7.208363871087898611e-02,9.930156432489782858e-01,9.340171996819662814e-02,7.499657205472346488e-01,3.223961002288814551e-03,-9.341286349507707532e-02,9.956222391093452195e-01,-3.512160181570946338e-01
9.955864445891821068e-01,9.320108084902699319e-02,-1.100862747326938375e-02,7.348517402547478650e-01,-9.146787992634805575e-02,9.898835057451557118e-01,1.084632287711349563e-01,7.672937123458029030e-01,2.100614891052741268e-02,-1.069775844850383711e-01,9.940395053143992188e-01,-3.377294871314814317e-01
9.952148904285189612e-01,9.410852308142551859e-02,-2.628512417288600758e-02,7.773350844835354989e-01,-9.017646432550786850e-02,9.882042245940044767e-01,1.237764750520582435e-01,7.856352019196679581e-01,3.762349201099807194e-02,-1.208138914942946118e-01,9.919619329747000336e-01,-3.181843312927704615e-01
9.932275739196970710e-01,1.107046169222269255e-01,-3.526292951097248496e-02,8.115226366936125757e-01,-1.055394626050940726e-01,9.865773374649583483e-01,1.246056942261527939e-01,7.944536823758453492e-01,4.858403275378414543e-02,-1.200401807423519540e-01,9.915795211523495967e-01,-3.182905163756453715e-01
9.885595535678337598e-01,1.454493305533620107e-01,-3.993120698581757722e-02,9.019031951278777548e-01,-1.394722748958744374e-01,9.822883269548305929e-01,1.251284430641144141e-01,7.667083406171634197e-01,5.742380678024572305e-02,-1.181276215364489846e-01,9.913366589837212528e-01,-3.058579575198012157e-01
9.813749864431099423e-01,1.839706076851215788e-01,-5.529874765085473348e-02,7.848835984267110710e-01,-1.734795299040920169e-01,9.723684213299202961e-01,1.562194159015249384e-01,6.411785137029821779e-01,8.251053683040156239e-02,-1.437166264157542506e-01,9.861731808377440789e-01,-1.691452473818920721e-01
9.702295149058828283e-01,2.347979188031029396e-01,-5.936855843985669456e-02,8.418765783186452634e-01,-2.232635369227273237e-01,9.621227841532026259e-01,1.564389379088320930e-01,6.320208462242332681e-01,9.385137977807866960e-02,-1.385268405003916015e-01,9.859017359629357324e-01,-1.326433479379010016e-01
9.572229236203616543e-01,2.781263442097697269e-01,-7.981234962207220396e-02,8.789556433758418663e-01,-2.598525243032597798e-01,9.476224643058066555e-01,1.857103410050542636e-01,6.436270384779958498e-01,1.272829136565901409e-01,-1.570267550435225645e-01,9.793577783892825073e-01,-1.175348698260497704e-01
9.595218269852948678e-01,2.691811029054473337e-01,-8.282147896173304435e-02,9.825096535205130044e-01,-2.498940409995033529e-01,9.493626254407762088e-01,1.904299705643374696e-01,6.236840029585428713e-01,1.298877662127591592e-01,-1.620251192093461745e-01,9.782009144002357104e-01,-8.781308345958614703e-02
9.595245294001101266e-01,2.768515983792337876e-01,-5.163206323943044657e-02,1.038787583189519026e+00,-2.629114050459824825e-01,9.462980482508022151e-01,1.881424911429340208e-01,5.778128508136133323e-01,1.009468700666072000e-01,-1.669526769823864443e-01,9.807836321392047196e-01,-4.888442039902697600e-02
9.588779713261433857e-01,2.790551212182453833e-01,-5.178103347104943271e-02,1.156106555283569204e+00,-2.661836107075402080e-01,9.475126607597310624e-01,1.771046105856949326e-01,5.632920078132410691e-01,9.848513337634404174e-02,-1.560384472554257884e-01,9.828289177074307492e-01,-1.659882002398173351e-02
9.769287050239802150e-01,1.968559803560250843e-01,-8.281321330703787786e-02,1.251983032860764622e+00,-1.811637113629186446e-01,9.692098066926555511e-01,1.667694825080343057e-01,5.621910663931423136e-01,1.130929484334979584e-01,-1.479191455115011766e-01,9.825120413540822106e-01,9.167112218015281006e-03
9.881838097537752885e-01,1.364005537991703765e-01,-6.991170906074190006e-02,1.320120591416445333e+00,-1.250732621895488672e-01,9.812576418506137044e-01,1.465950865310158280e-01,6.050753378766683399e-01,8.859704975775770097e-02,-1.361188055819298470e-01,9.867229771020691320e-01,3.715954343090194928e-02
9.946137024943513261e-01,5.986037546199890480e-02,-8.461866378067174621e-02,1.359051067304259730e+00,-4.790871739191002177e-02,9.894369356073887678e-01,1.368185121016933514e-01,6.233327081090669353e-01,9.191483889089924197e-02,-1.320275952420840726e-01,9.869753677201132946e-01,5.647239681014359913e-02
9.937693839936962981e-01,-4.972337300483519427e-03,-1.113449024363455803e-01,1.447482578353325167e+00,1.654199595866316999e-02,9.945202244026148941e-01,1.032273492049230329e-01,6.591165890184201848e-01,1.102214761582000629e-01,-1.044260461567982079e-01,9.884060031573898009e-01,9.513745283968652600e-02
9.925002654152075277e-01,-3.139560974303006770e-03,-1.222021534492378908e-01,1.448599515315426967e+00,2.395127496901388459e-02,9.852883195764363666e-01,1.692136629637214507e-01,6.728376432462601642e-01,1.198730978080617265e-01,-1.708715027824412869e-01,9.779741151782952446e-01,8.091647252337173801e-02
9.913241591299661870e-01,1.747335454255034880e-03,-1.314281489791121194e-01,1.488877457295841200e+00,2.231947315540487239e-02,9.831523420994877638e-01,1.814202671763989472e-01,6.824568407433688755e-01,1.295308945515723231e-01,-1.827797008507812959e-01,9.745836692216676145e-01,9.627495687464543428e-02
9.910835829283811682e-01,1.956125024124486314e-02,-1.317979102218319043e-01,1.436208320525374171e+00,5.564588553288734793e-03,9.822250590449056462e-01,1.876245419407154558e-01,6.866205154208359085e-01,1.331253807659353861e-01,-1.866850044144683363e-01,9.733582804510860775e-01,9.637338569674533395e-02
9.908570122210579312e-01,1.873722222144864197e-02,-1.336087490989353865e-01,1.485146582679076621e+00,6.264876686353003030e-03,9.828509120114818920e-01,1.842955129087582022e-01,7.078269134611325786e-01,1.347706668843892119e-01,-1.834475436238422463e-01,9.737473317477773893e-01,9.872671200450629236e-02
9.806382789096731445e-01,4.326361519005001571e-02,-1.909890717757470047e-01,1.574471664940970683e+00,8.772700429862026862e-04,9.743100787438888633e-01,2.252090159281988635e-01,7.133083787676686160e-01,1.958259337634978281e-01,-2.210161307659766761e-01,9.554078048701984960e-01,1.267625072546455511e-01
9.848328051968759933e-01,2.542476759504632908e-02,-1.716331174359710388e-01,1.698900219188073324e+00,2.275269169174086534e-03,9.872279333321922756e-01,1.592979309308672486e-01,7.537037550284830800e-01,1.734911206899642511e-01,-1.572723397212154317e-01,9.721966067624157048e-01,1.795350255178806698e-01
9.861310681868810102e-01,2.800985333996902638e-02,-1.635877882742916845e-01,1.800194667781815472e+00,-5.873974268504099719e-03,9.909287600439553589e-01,1.342597815581453580e-01,7.300347534113503789e-01,1.658644409838769818e-01,-1.314368313435064217e-01,9.773501657970314893e-01,2.186740517542451467e-01
9.871257350336358760e-01,-2.039521136604022927e-02,-1.586405326126920368e-01,1.868846798195732850e+00,4.082442424873043013e-02,9.911126146456250563e-01,1.266062852905475988e-01,7.449290795570082668e-01,1.546484711177699145e-01,-1.314527308337350431e-01,9.791853909946216517e-01,2.033819288654639401e-01
9.791676091244351232e-01,4.159478224853260103e-02,-1.987477479903473343e-01,2.011911712378491757e+00,-7.257952393611593646e-03,9.853381845700969199e-01,1.704581595440846364e-01,7.482632886544827722e-01,2.029239152209258990e-01,-1.654646068432813755e-01,9.651131273138963129e-01,2.281374972934203937e-01
9.786868590836445003e-01,2.619053005689571390e-02,-2.036813393326191712e-01,2.214631713678932634e+00,2.076310589348620561e-02,9.741315043361707948e-01,2.250260111484972958e-01,7.411707818999581088e-01,2.043059599978585550e-01,-2.244590572801342387e-01,9.528259055642153141e-01,2.727133535181281987e-01
9.859308910670145920e-01,3.728171060345172871e-02,-1.629427877946221237e-01,2.363483630402663849e+00,3.548026042052019550e-03,9.699222861676199958e-01,2.433889280690085255e-01,7.447883719346839460e-01,1.671157968326384968e-01,-2.405427879813829550e-01,9.561440673868848439e-01,3.271029929682092163e-01
